#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
2049,Fabiano Parisi\0967845b,it ITA,DF,Empoli,it Serie A,20,2000,16.4,599,792,11059,4988,257,291,267,340,67,134,1,0,17,5,0,29,20,1,6,1,0,1,5,3,0,2,0,0,0
2050,Raúl Parra\647d39d2,es ESP,DF,Cádiz,es La Liga,21,1999,1.0,22,31,418,243,7,8,12,14,3,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2051,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,eng Premier League,28,1993,22.5,1016,1183,19557,4742,420,465,422,477,158,210,1,2,44,9,2,51,39,0,5,4,3,0,3,2,0,0,1,0,0
2052,Mario Pašalić\e599253a,hr CRO,MFFW,Atalanta,it Serie A,26,1995,22.2,820,1011,14440,3386,358,435,368,422,74,96,6,13,49,20,0,67,58,0,3,4,1,1,10,10,0,0,0,0,0
2053,Felix Passlack\5c899683,de GER,DF,Dortmund,de Bundesliga,23,1998,5.2,293,354,5052,1775,145,155,114,139,30,51,0,1,3,1,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0
2054,Javier Pastore\881ef58c,ar ARG,MFFW,Elche,es La Liga,32,1989,5.8,224,285,3994,1199,106,126,85,99,27,45,0,0,8,2,0,20,19,0,1,0,0,0,0,0,0,0,0,0,0
2055,Patric\f7223718,es ESP,DF,Lazio,it Serie A,28,1993,18.3,1329,1412,28173,7465,431,451,616,635,265,307,1,1,6,2,0,11,10,0,0,1,0,0,2,1,0,0,1,0,0
2056,Rui Patrício\79b0d6a0,pt POR,GK,Roma,it Serie A,33,1988,38.0,820,1071,24822,14572,142,142,334,338,342,589,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2057,Paulinho\53070b63,br BRA,FWMF,Leverkusen,de Bundesliga,21,2000,13.5,396,490,5856,1299,218,252,134,162,22,38,1,4,26,15,0,54,34,4,5,5,5,1,7,5,0,1,1,0,0
2058,Gabriel Paulista\b7ca5c51,br BRA,DF,Valencia,es La Liga,30,1990,17.7,484,601,12081,3930,112,128,226,261,138,200,1,2,6,3,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0
2059,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,de Bundesliga,25,1996,23.1,1825,2090,33518,12047,735,788,875,974,191,280,1,0,19,3,0,45,37,1,0,4,1,2,4,4,0,0,0,0,0
2060,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,fr Ligue 1,20,2001,5.0,334,394,7161,2326,101,108,174,187,55,91,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Leonardo Pavoletti\d37b0350,it ITA,FW,Cagliari,it Serie A,32,1988,16.9,335,508,4666,730,226,308,71,133,23,34,1,5,36,11,0,28,24,0,0,2,2,0,3,2,0,0,0,1,0
2062,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,fr Ligue 1,34,1987,28.8,1261,1680,24369,7196,577,659,456,571,207,395,10,12,61,19,24,188,116,43,10,5,14,0,20,13,4,1,0,2,0
2063,Mads Pedersen\582a5247,dk DEN,MFDF,Augsburg,de Bundesliga,24,1996,15.5,303,462,5508,2472,140,169,118,160,36,101,1,2,19,6,1,31,18,5,2,1,3,2,1,1,0,0,0,0,0
2064,Alfonso Pedraza\63f04c6c,es ESP,DF,Villarreal,es La Liga,25,1996,18.9,733,1005,12097,4258,382,431,276,363,56,144,4,4,23,9,0,40,33,0,4,2,1,0,8,7,0,1,0,0,0
2065,Pedri\0d9b2d31,es ESP,MF,Barcelona,es La Liga,18,2002,9.8,521,613,10053,2259,212,240,212,238,81,101,1,3,12,5,0,39,27,6,1,2,3,0,6,4,0,0,1,1,0
2066,Pedro\3ca7254a,es ESP,FW,Lazio,it Serie A,34,1987,22.6,787,937,12327,2992,438,492,260,303,62,92,4,9,37,20,0,65,53,0,4,3,2,3,9,8,0,1,0,0,0
2067,João Pedro\e8832875,br BRA,FWMF,Watford,eng Premier League,19,2001,18.3,397,576,6697,1733,213,292,120,170,47,71,1,3,47,16,1,49,33,0,7,4,4,1,4,3,0,0,1,0,0
2068,João Pedro\81255c03,it ITA,FW,Cagliari,it Serie A,29,1992,36.9,523,736,9681,1691,219,279,219,294,69,105,4,13,87,33,2,80,51,0,4,14,7,4,7,5,0,1,0,1,0
2069,Pedrosa\112521d1,es ESP,DF,Espanyol,es La Liga,23,1998,30.2,967,1280,16785,6322,445,502,418,522,81,185,1,1,25,7,0,43,29,1,4,2,5,2,2,2,0,0,0,0,0
2070,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,40,1981,1.0,29,34,804,485,5,5,11,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,de Bundesliga,34,1986,24.8,930,1197,16529,7410,434,488,376,444,103,207,0,0,11,3,0,25,20,1,1,1,2,0,0,0,0,0,0,0,0
2072,Pietro Pellegri\a44d3a3c,it ITA,FW,Torino,it Serie A,20,2001,2.4,28,40,401,51,18,23,8,11,1,1,0,1,5,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2073,Pietro Pellegri\a44d3a3c,it ITA,FW,Milan,it Serie A,20,2001,1.5,12,19,128,11,9,13,2,4,0,0,0,0,3,1,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0
2074,Lorenzo Pellegrini\4a5a45c7,it ITA,MFFW,Roma,it Serie A,25,1996,25.4,781,1088,15212,5200,337,399,303,383,127,256,3,9,90,27,11,135,54,43,9,15,10,4,12,5,2,0,4,0,1
2075,Luca Pellegrini\3b61c9ec,it ITA,DF,Juventus,it Serie A,22,1999,12.3,520,684,9943,3785,220,253,227,275,70,136,1,0,6,1,0,25,17,4,2,0,2,0,2,2,0,0,0,0,0
2076,Facundo Pellistri\ac7e7b1c,uy URU,MFFW,Alavés,es La Liga,19,2001,7.5,112,152,1603,365,70,88,36,45,5,10,0,0,7,2,0,15,11,0,1,0,3,0,0,0,0,0,0,0,0
2077,Federico Peluso\4f2908e5,it ITA,DF,Sassuolo,it Serie A,37,1984,0.1,3,3,37,21,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,fr Ligue 1,18,2002,15.7,462,631,7059,2558,259,308,167,234,22,40,1,1,19,6,0,25,17,0,4,3,1,0,2,1,0,0,0,1,0
2079,Rubén Peña\1f079188,es ESP,MFFW,Villarreal,es La Liga,30,1991,1.5,38,52,580,271,23,25,12,19,3,6,0,0,3,2,0,8,5,0,1,1,1,0,1,0,0,0,1,0,0
2080,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,de Bundesliga,36,1985,1.0,32,40,702,377,12,12,14,14,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,eng Premier League,26,1995,7.7,293,365,4404,1006,174,200,86,105,19,40,2,1,23,7,3,28,15,9,2,2,0,0,4,2,0,0,2,0,0
2082,Ricardo Pepi\a2b1ed42,us USA,FWMF,Augsburg,de Bundesliga,18,2003,5.3,69,108,1099,208,33,47,25,42,7,9,0,0,8,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2083,Alberto Perea\5496cc91,es ESP,MF,Cádiz,es La Liga,30,1990,8.6,266,359,4656,1745,136,152,103,134,26,60,1,0,17,3,1,27,17,4,0,1,3,2,2,1,1,0,0,0,0
2084,Victor Perea\b7de5bad,es ESP,DF,Espanyol,es La Liga,21,2000,0.0,2,3,36,34,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,fr Ligue 1,24,1996,11.6,382,527,6140,2322,183,227,168,220,19,54,2,4,20,6,2,22,15,1,2,1,2,1,5,2,1,1,0,1,0
2086,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,fr Ligue 1,18,2003,0.2,13,16,174,47,8,8,5,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2087,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,fr Ligue 1,29,1991,22.6,1476,1562,27574,6268,564,593,726,756,162,182,0,5,19,8,0,20,14,0,1,1,1,3,0,0,0,0,0,0,0
2088,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,eng Premier League,27,1993,11.0,520,646,8123,2772,290,320,199,234,26,61,3,1,10,2,0,23,19,0,3,0,0,1,6,4,0,1,0,0,1
2089,Gastón Pereiro\7ec7738e,uy URU,FWMF,Cagliari,it Serie A,26,1995,10.8,233,367,4174,1153,102,136,84,124,36,76,2,4,21,9,0,39,24,8,4,2,1,0,3,2,1,0,0,0,0
2090,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,fr Ligue 1,27,1994,29.8,1735,1951,32125,8977,734,789,774,847,204,279,2,0,3,0,0,34,27,2,0,0,1,4,4,2,1,0,0,0,1
2091,Dor Peretz\e2a302a8,il ISR,MF,Venezia,it Serie A,26,1995,6.5,182,236,3118,825,88,109,73,87,17,25,1,0,5,0,0,6,6,0,0,0,0,0,1,1,0,0,0,0,0
2092,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,it Serie A,30,1991,19.9,719,840,11577,3123,368,404,277,319,53,75,5,3,28,7,1,56,45,1,5,4,1,0,8,5,0,2,1,0,0
2093,Ayoze Pérez\819aa8e7,es ESP,MFFW,Leicester City,eng Premier League,28,1993,4.9,121,155,1881,523,68,83,39,50,9,13,3,2,11,6,0,18,14,0,2,1,0,1,2,2,0,0,0,0,0
2094,Carles Pérez\a8f21b9f,es ESP,MFFW,Roma,it Serie A,23,1998,6.2,210,248,3574,784,114,128,75,83,19,29,1,1,28,8,1,32,15,4,4,5,3,1,1,1,0,0,0,0,0
2095,Iñigo Pérez\bc61cc65,es ESP,MF,Osasuna,es La Liga,33,1988,3.8,98,151,1987,696,41,56,38,49,18,42,0,1,4,1,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0
2096,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,es La Liga,25,1996,2.0,17,42,639,429,2,2,6,6,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Kike Pérez\237a3851,es ESP,FWMF,Elche,es La Liga,24,1997,5.8,184,249,3285,899,85,104,72,97,22,34,0,2,10,5,0,18,12,2,1,1,1,1,0,0,0,0,0,0,0
2098,Lucas Pérez\a300ac7e,es ESP,FW,Elche,es La Liga,32,1988,14.1,276,387,4608,1085,159,191,72,103,36,76,1,2,14,5,0,25,15,4,3,0,3,0,3,0,1,1,0,1,0
2099,Lucas Pérez\a300ac7e,es ESP,FWMF,Cádiz,es La Liga,32,1988,11.8,276,378,5069,1374,135,155,89,117,46,93,2,3,16,5,3,39,25,12,0,1,1,0,2,2,0,0,0,0,0
2100,Nehuén Pérez\f7c491f1,ar ARG,DF,Udinese,it Serie A,21,2000,18.8,601,770,12173,4704,213,241,289,342,90,160,1,0,10,1,0,13,10,2,1,0,0,0,3,2,1,0,0,0,0
2101,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,it Serie A,28,1992,4.5,109,137,2851,1214,26,26,51,53,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Ivan Perišić\6fe90922,hr CRO,DF,Inter,it Serie A,32,1989,31.3,1122,1535,21392,7829,503,601,441,578,158,272,6,8,45,16,0,106,89,5,5,3,0,4,13,11,0,1,1,0,0
2103,Sonny Perkins\87f12e30,eng ENG,FW,West Ham,eng Premier League,17,2004,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Diego Perotti\a40d5a0c,ar ARG,FWMF,Salernitana,it Serie A,33,1988,3.2,111,147,1699,510,61,69,40,50,6,21,0,0,9,2,1,10,10,0,0,0,0,0,2,2,0,0,0,0,0
2105,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,eng Premier League,23,1997,18.0,492,750,7475,3191,280,325,173,274,24,99,1,0,19,3,0,27,20,1,2,2,1,1,3,3,0,0,0,0,0
2106,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,fr Ligue 1,22,1998,27.8,1211,1424,26043,9891,367,395,628,686,207,316,1,1,9,3,0,29,27,0,0,0,0,2,2,2,0,0,0,0,0
2107,Mario Perrone\6cd33e2a,it ITA,DF,Salernitana,it Serie A,18,2003,0.2,7,9,116,42,3,3,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6.0,151,200,3822,2077,41,42,66,66,44,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2109,Matteo Pessina\780e3631,it ITA,MFFW,Atalanta,it Serie A,24,1997,16.0,707,858,11460,2902,349,402,288,335,49,66,1,1,28,10,0,39,38,0,1,0,0,0,2,2,0,0,0,0,0
2110,Andrea Petagna\03f946ed,it ITA,FW,Napoli,it Serie A,26,1995,6.5,117,160,1777,226,65,77,40,53,7,15,1,3,13,6,0,15,11,0,1,0,1,2,1,1,0,0,0,0,0
2111,Nils Petersen\f93e6e94,de GER,FWMF,Freiburg,de Bundesliga,32,1988,6.4,95,142,1298,269,60,81,26,39,4,7,1,5,15,5,0,13,11,0,1,0,0,1,1,1,0,0,0,0,0
2112,Danijel Petković\b98cea65,me MNE,GK,Angers,fr Ligue 1,28,1993,15.0,355,460,9544,4687,51,51,194,195,108,212,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2113,Léo Pétrot\00638016,fr FRA,DF,Lorient,fr Ligue 1,24,1997,20.2,798,956,17765,5682,212,232,412,451,167,254,0,1,5,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2114,Njegoš Petrović\0cb29e91,rs SRB,MF,Granada,es La Liga,22,1999,10.2,273,346,4552,1279,135,163,94,119,32,44,1,0,8,2,0,16,12,0,1,2,1,0,3,2,0,0,1,0,0
2115,Jens Petter Hauge\12c35abe,no NOR,FWMF,Eint Frankfurt,de Bundesliga,21,1999,11.6,314,437,4930,960,170,212,110,140,22,51,2,2,19,10,0,33,27,0,2,3,1,0,4,4,0,0,0,0,0
2116,Alex Petxa\97d08e60,es ESP,DFMF,Athletic Club,es La Liga,24,1997,4.6,203,271,3741,1396,86,99,86,105,26,58,0,0,2,1,0,9,7,0,1,0,1,0,0,0,0,0,0,0,0
2117,Germán Pezzella\8c725b43,ar ARG,DF,Betis,es La Liga,30,1991,22.1,911,1039,19550,5395,251,277,495,532,160,221,0,1,19,6,0,4,3,0,0,1,0,0,1,0,0,0,1,0,0
2118,Giuseppe Pezzella\149c5f5d,it ITA,DF,Atalanta,it Serie A,23,1997,11.9,508,650,7935,2519,284,323,179,221,37,74,2,0,9,1,0,14,12,1,0,1,0,0,3,2,0,0,1,0,0
2119,Immanuel Pherai\f168d9b9,nl NED,MF,Dortmund,de Bundesliga,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Maximilian Philipp\061e8e23,de GER,MFFW,Wolfsburg,de Bundesliga,27,1994,10.7,251,336,3928,1071,126,154,93,106,19,52,4,1,15,1,2,38,25,3,3,0,6,1,8,5,1,2,0,0,0
2121,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,fr Ligue 1,33,1988,0.3,5,7,67,11,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,eng Premier League,25,1995,17.7,769,944,16912,4283,240,279,360,395,160,246,1,0,15,3,1,23,17,3,0,1,0,2,4,3,1,0,0,0,0
2123,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,eng Premier League,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2124,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,fr Ligue 1,28,1993,0.1,3,3,42,27,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2125,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,de Bundesliga,26,1995,3.9,54,84,754,79,31,41,16,25,4,11,0,1,12,5,0,4,1,0,0,2,1,0,1,0,0,0,1,0,0
2126,Krzysztof Piątek\17f3620a,pl POL,FW,Fiorentina,it Serie A,26,1995,8.1,125,160,1909,279,66,83,48,56,5,6,0,3,22,7,0,12,8,0,1,3,0,0,1,0,0,0,1,0,0
2127,Pablo Piatti\48e89655,ar ARG,MFFW,Elche,es La Liga,32,1989,3.5,77,99,1182,207,51,60,16,23,7,9,0,0,4,2,0,8,5,0,2,0,1,0,0,0,0,0,0,0,0
2128,Cristiano Piccini\32c0491f,it ITA,DF,Valencia,es La Liga,28,1992,3.6,96,140,2084,1166,36,44,32,43,27,49,0,1,3,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
2129,Roberto Piccoli\1cadaf34,it ITA,FW,Genoa,it Serie A,20,2001,2.4,30,51,391,60,24,33,4,11,1,5,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2130,Roberto Piccoli\1cadaf34,it ITA,FW,Atalanta,it Serie A,20,2001,2.2,26,44,352,48,16,25,9,14,0,0,0,1,5,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2131,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,27,1994,35.0,594,1135,25486,18650,63,63,184,187,345,883,0,0,0,0,0,7,4,3,0,0,0,0,1,1,0,0,0,0,0
2132,Jérémy Pied\a634b9d2,fr FRA,DFFW,Lille,fr Ligue 1,32,1989,0.1,16,23,229,106,9,12,5,6,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2133,Amos Pieper\526ea7cc,de GER,DF,Arminia,de Bundesliga,23,1998,26.4,905,1123,21010,6435,186,223,531,591,182,297,0,0,14,2,0,13,9,0,0,2,0,2,0,0,0,0,0,0,0
2134,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,fr Ligue 1,23,1998,28.3,1187,1418,19647,7865,610,661,458,542,98,157,1,0,7,2,0,43,32,3,2,3,2,1,4,3,0,0,1,0,0
2135,Erik Pieters\1ef37668,nl NED,DF,Burnley,eng Premier League,32,1988,8.1,242,344,4074,1707,122,149,95,121,20,56,1,0,7,0,0,7,5,2,0,0,0,0,1,1,0,0,0,0,0
2136,Tomás Pina Isla\e54bd0a2,es ESP,MF,Alavés,es La Liga,33,1987,16.0,469,587,7903,2132,231,271,198,237,31,54,0,0,5,1,0,10,7,0,0,0,3,0,0,0,0,0,0,0,0
2137,Andrea Pinamonti\08aa9cd1,it ITA,FW,Empoli,it Serie A,22,1999,31.9,403,653,5687,1268,249,347,121,201,20,40,2,13,86,22,1,64,42,0,3,7,8,4,9,6,0,0,2,1,0
2138,Orbelín Pineda\411fabd7,mx MEX,MFFW,Celta Vigo,es La Liga,25,1996,1.1,58,68,990,317,28,32,21,23,8,10,0,0,5,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2139,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,eng Premier League,28,1993,29.9,1180,1555,23816,8986,398,463,590,746,179,313,1,1,18,8,0,20,14,3,0,3,0,0,3,1,1,0,1,0,0
2140,Yeremi Pino\540ec57b,es ESP,MFFW,Villarreal,es La Liga,18,2002,18.6,432,542,6406,1487,249,299,146,172,19,29,4,6,26,15,0,46,33,0,7,1,5,0,10,5,0,4,1,0,0
2141,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,31,1990,0.5,10,11,339,224,0,0,6,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,Riccardo Pinzi\5dafcdce,it ITA,MF,Udinese,it Serie A,17,2003,0.0,1,2,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,Gerard Piqué\adfc9123,es ESP,DF,Barcelona,es La Liga,34,1987,23.2,1508,1664,34180,9208,342,377,862,897,290,369,0,1,19,3,1,23,16,1,1,3,0,2,5,3,1,0,1,0,0
2144,Marko Pjaca\2c38b327,hr CRO,MFFW,Torino,it Serie A,26,1995,12.8,329,426,5057,1232,191,230,104,127,27,43,0,3,21,9,0,39,25,1,5,3,3,2,0,0,0,0,0,0,0
2145,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,de Bundesliga,29,1992,18.2,657,936,13040,6995,258,290,279,360,111,250,3,0,7,1,6,57,14,40,0,1,2,0,8,2,5,0,0,1,0
2146,Alassane Pléa\bc6bd723,fr FRA,FWMF,M'Gladbach,de Bundesliga,28,1993,23.0,600,800,10920,3182,291,352,199,257,92,128,6,10,59,23,0,107,82,2,6,6,9,2,9,8,0,0,1,0,0
2147,Tommaso Pobega\55a1cac2,it ITA,MF,Torino,it Serie A,22,1999,24.9,947,1173,17521,4759,416,486,401,476,115,162,2,4,49,8,0,60,47,0,0,4,6,3,5,2,0,0,2,1,0
2148,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,eng Premier League,25,1995,16.5,465,636,7740,2437,243,296,149,199,54,94,3,2,35,15,1,62,48,0,4,5,4,1,4,3,0,0,1,0,0
2149,Suf Podgoreanu\d697a2d0,il ISR,FW,Spezia,it Serie A,19,2002,1.3,39,50,614,105,23,26,13,15,3,7,1,0,1,0,0,4,3,0,1,0,0,0,2,1,0,1,0,0,0
2150,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,eng Premier League,28,1993,15.0,738,879,14891,3918,302,345,281,315,134,171,9,1,32,8,0,51,40,1,4,1,5,0,11,10,1,0,0,0,0
2151,Joel Pohjanpalo\ea003d07,fi FIN,FW,Leverkusen,de Bundesliga,26,1994,0.1,1,3,8,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,Matteo Politano\5e861944,it ITA,FW,Napoli,it Serie A,27,1993,18.3,550,772,9290,2936,291,336,191,263,51,126,4,3,42,11,1,77,44,13,8,4,7,1,8,7,0,1,0,0,0
2153,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,fr Ligue 1,26,1994,4.8,153,176,3741,2270,37,37,81,81,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,Sebastian Polter\3745e8bd,de GER,FW,Bochum,de Bundesliga,30,1991,26.0,293,518,4149,1130,164,265,95,164,15,37,1,10,54,21,0,56,42,0,2,2,9,1,3,2,0,0,0,1,0
2155,Ezequiel Ponce\ccbbe661,ar ARG,FW,Elche,es La Liga,24,1997,7.4,122,166,1714,238,82,98,28,41,8,11,0,1,15,5,0,17,12,0,2,2,0,1,1,0,0,1,0,0,0
2156,Marin Pongračić\2a6cd437,hr CRO,DF,Dortmund,de Bundesliga,23,1997,9.2,547,620,12116,3479,135,146,292,310,115,154,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2157,Pere Pons\29b61deb,es ESP,MF,Alavés,es La Liga,28,1993,15.2,281,394,4684,1041,152,191,97,137,25,45,0,1,16,4,0,22,16,0,0,0,3,3,0,0,0,0,0,0,0
2158,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,eng Premier League,29,1992,36.0,530,1078,25133,20295,26,30,113,118,390,926,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0
2159,Manolo Portanova\c8c0dccd,it ITA,FWMF,Genoa,it Serie A,21,2000,14.7,193,339,2968,1044,97,136,63,110,18,58,0,1,29,12,1,22,7,8,3,3,0,1,0,0,0,0,0,0,0
2160,Portu\1bda5842,es ESP,FWMF,Real Sociedad,es La Liga,29,1992,17.7,359,486,5031,1534,222,269,114,154,11,31,2,1,24,9,0,34,27,3,0,2,1,1,4,3,0,0,0,1,0
2161,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,de Bundesliga,24,1997,24.4,1135,1397,23182,7848,369,408,584,652,172,304,0,2,13,6,1,10,10,0,0,0,0,0,2,2,0,0,0,0,0
2162,Sergio Postigo\474ecac8,es ESP,DF,Levante,es La Liga,32,1988,9.4,295,356,6258,2203,88,94,166,178,41,81,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2163,Yussuf Poulsen\d2416c2e,dk DEN,FW,RB Leipzig,de Bundesliga,27,1994,12.0,229,334,3174,863,137,179,64,93,11,25,0,6,28,14,0,29,21,0,1,2,4,1,6,4,0,0,0,2,0
2164,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13.0,345,481,10526,6813,58,61,150,150,135,267,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2165,Darío Poveda\cbdf7d5c,es ESP,FWMF,Getafe,es La Liga,24,1997,4.2,51,82,825,165,32,44,11,21,5,12,0,1,4,4,0,11,9,0,1,0,0,1,1,1,0,0,0,0,0
2166,José Pozo\fc8b614b,es ESP,MF,Rayo Vallecano,es La Liga,25,1996,0.8,45,52,884,268,21,22,17,22,6,6,0,0,3,0,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0
2167,Dennis Praet\86695068,be BEL,FWMF,Torino,it Serie A,27,1994,17.1,444,595,7246,1835,240,281,161,216,34,65,2,2,25,7,0,45,38,1,1,2,3,0,5,3,0,0,1,1,0
2168,Mateusz Praszelik\ec6773f5,pl POL,FWMF,Hellas Verona,it Serie A,20,2000,0.3,9,10,97,10,7,8,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2169,Abdón Prats\d1b060e2,es ESP,FW,Mallorca,es La Liga,28,1992,7.1,103,156,1470,317,62,84,26,38,7,13,0,3,19,7,2,18,12,0,0,1,3,2,1,0,0,0,1,0,0
2170,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,fr Ligue 1,27,1993,24.3,1199,1410,25257,6130,433,488,494,542,248,337,0,1,46,11,1,55,40,8,1,5,1,0,4,4,0,0,0,0,0
2171,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,fr Ligue 1,30,1991,21.9,406,599,7392,1830,192,256,142,193,61,117,2,5,41,10,4,61,29,13,8,2,6,3,5,3,0,1,0,1,0
2172,Isaac Price\b9403c99,nir NIR,MF,Everton,eng Premier League,17,2003,0.2,1,1,16,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,Manuel Prietl\901c0f97,at AUT,MF,Arminia,de Bundesliga,29,1991,23.6,523,663,10470,2544,200,242,223,270,88,118,1,0,17,4,0,23,14,0,5,1,0,3,3,3,0,0,0,0,0
2174,Alejandro Primo\f38284bb,es ESP,GK,Levante,es La Liga,17,2004,1.0,21,26,501,283,8,8,6,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
